<
324.899 375.768
314.165 381.317
314.165 381.317
300.118 387.123
285.237 392.206
267.037 396.760
247.998 399.806
233.940 404.039
215.712 404.662
195.017 407.836
171.808 407.271
146.938 406.049
125.358 401.425
103.778 396.802
84.666 389.629
68.851 379.841
53.024 368.480
35.491 350.174
25.446 336.007
25.446 336.007
18.697 319.225
8.629 301.914
5.154 279.374
3.358 259.850
-0.095 240.454
3.079 220.546
2.116 201.744
5.295 182.621
15.873 155.062
24.828 132.347
37.157 118.022
51.115 99.639
74.195 82.124
107.225 65.412
134.519 57.796
170.913 47.902
204.883 46.848
248.804 46.597
278.650 48.221
308.507 51.418
327.591 54.661
327.980 226.092
260.901 232.853
207.069 237.803
191.326 238.234
192.709 199.587
239.915 195.150
275.536 193.181
276.158 164.032
279.248 132.333
279.041 103.247
276.450 88.504
326.482 131.825
326.280 103.526
327.673 182.857
288.234 230.739
246.582 83.735
206.814 85.238
159.619 91.248
126.555 103.243
104.264 115.192
80.395 138.274
67.327 165.240
56.749 192.799
55.254 215.724
54.627 244.087
53.188 274.872
67.459 300.510
81.713 323.790
100.902 341.969
131.666 356.106
159.071 364.211
196.383 366.831
236.118 360.612
276.642 348.826
303.925 339.637
314.848 360.815
<
374.702 406.860
382.050 391.348
386.892 372.884
390.110 359.264
396.619 342.244
400.643 325.416
407.941 302.829
415.200 274.739
423.282 245.800
429.707 216.988
441.096 187.006
445.893 162.253
456.437 129.977
462.923 109.812
471.000 80.087
478.264 52.783
497.303 49.738
521.318 47.094
530.423 45.603
536.355 64.021
544.844 92.465
540.614 80.208
549.942 110.161
559.221 133.039
566.065 163.184
565.981 151.392
575.288 178.201
580.369 193.538
586.290 210.383
593.056 229.523
598.204 254.293
607.427 269.310
612.536 288.578
619.324 310.862
624.444 331.702
634.272 315.212
637.423 292.159
642.253 272.123
648.751 253.530
654.404 232.643
660.885 211.693
668.989 185.897
677.910 158.466
689.349 135.559
692.534 117.223
700.633 90.641
708.765 68.776
719.325 38.858
725.073 31.335
751.589 30.857
768.988 30.298
776.582 49.374
783.393 74.802
792.699 101.610
804.535 134.515
798.609 116.884
811.340 159.158
821.469 185.116
826.590 205.956
833.383 229.026
841.022 254.390
848.639 276.610
857.973 307.349
865.628 335.071
873.245 357.291
877.464 367.976
849.298 369.368
831.904 370.713
821.959 370.696
816.805 345.139
810.000 320.497
803.234 301.358
798.925 278.095
790.458 252.795
783.687 232.869
774.358 202.917
765.891 177.616
761.594 155.926
754.811 134.428
750.569 120.599
746.310 104.412
745.376 89.540
733.209 126.661
725.955 155.537
717.879 185.262
706.512 218.389
694.334 253.937
684.601 283.791
676.525 313.517
664.313 344.349
655.398 372.567
651.346 385.464
625.686 389.808
604.979 391.410
598.224 373.842
591.486 358.633
586.388 340.938
580.484 326.450
573.741 310.455
567.809 292.037
560.221 273.748
553.466 256.180
548.323 232.196
539.028 206.960
526.447 185.911
524.607 160.098
517.007 140.236
504.443 121.545
500.508 150.950
493.216 174.323
481.843 206.664
470.549 250.009
460.839 283.007
451.246 332.513
439.935 373.500
429.379 404.204
397.088 408.275
475.396 232.331
<
938.762 389.022
939.484 374.022
939.373 358.300
939.283 345.723
937.471 323.841
937.297 299.472
937.992 280.542
936.996 257.024
936.834 234.227
937.495 210.580
937.310 184.640
937.160 163.415
937.009 142.191
936.892 125.683
937.608 109.898
938.291 89.395
935.673 70.721
936.400 56.508
937.123 41.508
962.771 35.592
988.453 34.392
1017.443 32.150
1045.621 32.330
1081.237 29.576
1110.226 27.334
1135.942 30.850
1160.863 39.148
1182.498 51.632
1195.012 63.248
1206.736 80.431
1212.724 106.710
1211.246 131.993
1203.970 157.724
1186.727 180.293
1175.193 189.837
1155.376 200.021
1140.483 203.533
1128.087 208.424
1149.695 216.978
1167.984 225.001
1186.301 236.956
1194.695 252.037
1200.661 275.171
1200.028 302.748
1188.639 332.730
1172.179 348.947
1152.368 359.917
1124.268 370.742
1105.229 373.788
1083.699 376.239
1053.887 379.331
1024.080 383.210
994.262 385.516
973.555 387.117
954.505 388.591
<
